source_id,ref_epoch,ra,dec,parallax,pmra,pmdec,radial_velocity
3089654921323997696,2016.0,125.01336169710326,1.1099643335828642,1.0680456410955395,2.2334766674472974,-4.19634116434418,
3090033260698985472,2016.0,125.20060237716548,1.27928355298535,0.11277681661230687,-1.125815330851921,-0.1403493809205307,
3090035627226929280,2016.0,125.2130734571367,1.3230240778780542,0.0029563653683895297,0.07014484936048468,-0.48265063846022266,
3090035661585019776,2016.0,125.19191928249026,1.328543010756646,0.24327534243535612,-0.20408978016142712,-0.4430254897141539,
3090036692376963456,2016.0,125.07126475295344,1.2825144367984964,-0.8469809978082686,-0.05444587746861454,0.19367306488399103,
3090036726736704256,2016.0,125.07970191350772,1.2916277050691694,0.8450971898970788,-0.12982348003035088,-0.14284895447872856,
3090042189935162112,2016.0,125.28126494564914,1.391679841815099,-0.20852089424982143,-0.6183407984197473,0.7299615911053278,
3090042945849469568,2016.0,125.3427677271629,1.4550785654382954,1.268308496268184,1.1746530471981793,0.6583513516997087,
3090044526397529600,2016.0,125.39141527720174,1.4866313508103133,0.6766815614696519,0.18037025317040875,-0.28848715066188807,
3090044835635146752,2016.0,125.39496672748629,1.5130479058398187,-0.3069410609371558,-0.04751582935967404,0.36110195985173893,
3090045488470075008,2016.0,125.24416034336306,1.423036494024167,0.47027658687009366,1.3902810020192689,-1.0074570865169492,
3090046592276998528,2016.0,125.19987243367157,1.4704097570221204,-1.2936912651185832,-0.3720920963841128,-0.14516509450597775,
3090047481335016448,2016.0,125.20759184409592,1.5255173677108815,-0.7597383100942705,-0.873909745426128,-1.516829981045001,
3090048065449871104,2016.0,125.30961086949985,1.5459169857344046,0.1369280150641485,-1.240098182000967,-0.07291317591738343,
3090052222978814336,2016.0,125.09476043690587,1.4404005892997138,0.19303506149876443,-0.4693096618103386,-0.43222677508978885,
3090057273859792000,2016.0,125.05286325158096,1.579201217858684,-1.3413905874633065,-0.6643752037163484,-0.3745126294902047,
3090065279678928896,2016.0,125.15161166611992,1.6523097508890816,0.4940067111373416,0.4545102012607014,-0.305838346102551,
3090078989215687680,2016.0,125.76708696541037,1.778339522397469,-0.3302230358489032,-0.3236113684778756,0.3607675423438404,
3090079955582249472,2016.0,125.70036212701675,1.802513071069726,0.044881416128951086,0.8385547032310309,-0.7562536210671167,
3090082871866138496,2016.0,125.6834392321559,1.806356227242216,0.018481122738915307,0.014252875107152691,0.04824062336211942,
3090083082319612416,2016.0,125.69687197326631,1.8345885328326144,-0.3325214291959774,0.3349974288251066,0.8048742335430632,
3090085998602122880,2016.0,125.36064574895524,1.7285918327935277,0.4328099791192662,0.2715919384151865,0.27268989616948214,
