ID,ID_SRC,RA_1,DEC_1,EXT_LIKE,DET_LIKE,z,z_type,T_300kpc,T_300kpc_L,T_300kpc_U,L_300kpc,L_300kpc_L,L_300kpc_U,Lbol_300kpc,Lbol_300kpc_L,Lbol_300kpc_U,F_300kpc,F_300kpc_L,F_300kpc_U,T_500kpc,T_500kpc_L,T_500kpc_U,L_500kpc,L_500kpc_L,L_500kpc_U,Lbol_500kpc,Lbol_500kpc_L,Lbol_500kpc_U,F_500kpc,F_500kpc_L,F_500kpc_U,SNR_MAX,R_SNR_MAX,source_id,ref_epoch,ra_2,dec_2,parallax,pmra,pmdec,radial_velocity,propagated_epoch,propagated_dec,propagated_ra,GroupID,GroupSize,Separation
eFEDS J083315.5+000623,6869,128.31476848695075,0.10650862963846401,16.48472,41.978325,0.47009,0,-1.0,-1.0,-1.0,2.4177E43,1.9086E43,3.1121E43,4.0896E43,3.3209E43,5.3459E43,2.6356E-14,2.1775E-14,3.1667E-14,-1.0,-1.0,-1.0,3.709E43,2.9253E43,4.6727E43,6.2784E43,5.0914E43,8.0568E43,4.0469E-14,3.3576E-14,4.7655E-14,5.81,1.6149,3076760299925182336,2016.0,128.28434762146452,0.07850240701906838,0.16930249632119507,0.7211442752144079,0.511042509702161,,"(128.2843445165349, 0.07850020669715148, 0.16930249632119468, 0.721144275176461, 0.5110425097557022, -1.643744804628102E-6)",0.07850020669715148,128.2843445165349,,,148.87152653382998
eFEDS J083321.1+012644,2879,128.33819191156672,1.4455914508968442,18.713654,43.60202,0.56568,0,-1.0,-1.0,-1.0,4.9522E43,4.2025E43,5.8418E43,1.3016E44,1.0436E44,1.8541E44,4.2763E-14,3.686E-14,4.9725E-14,-1.0,-1.0,-1.0,6.7054E43,5.7668E43,7.8714E43,1.7491E44,1.4348E44,2.5502E44,5.8072E-14,5.0351E-14,6.6013E-14,7.59,1.3747,3078595552335012736,2016.0,128.30500233294765,1.3911772746775446,-1.1450469925083617,-1.6111287456346328,-0.1664072962071807,,"(128.30500927179727, 1.391177991153393, -1.1450469925083533, -1.6111287461238855, -0.16640729147008018, 8.161570169369612E-7)",1.391177991153393,128.30500927179727,,,229.42022014019977
eFEDS J083345.8+004208,2984,128.44088687882788,0.7024608651466057,29.3371,90.498634,0.38447999954223633,1,-1.0,-1.0,-1.0,2.6938E43,2.3173E43,3.1489E43,6.4515E43,5.3941E43,8.2073E43,5.5477E-14,4.8345E-14,6.5157E-14,-1.0,-1.0,-1.0,3.1882E43,2.6873E43,3.6483E43,7.6134E43,6.3324E43,9.526E43,6.6219E-14,5.6123E-14,7.5865E-14,7.78,1.199,3076993873130966400,2016.0,128.4304223572845,0.6280603199097547,1.0109267510895346,-0.6002024880788204,-1.3875330977577098,,"(128.4304249416449, 0.6280662940105916, 1.0109267510895281, -0.600202488764847, -1.3875330974609357, -8.053559254525473E-7)",0.6280662940105916,128.4304249416449,,,270.45536576745377
eFEDS J083427.0-015612,12633,128.61287984968686,-1.9369371332496237,13.359995,21.799133,0.572875,0,-1.0,-1.0,-1.0,1.0988E43,7.2046E42,1.6261E43,3.1386E43,1.9454E43,5.1146E43,9.3758E-15,6.0771E-15,1.3553E-14,-1.0,-1.0,-1.0,2.1411E43,1.5078E43,2.8502E43,6.066E43,4.0815E43,9.2584E43,1.8083E-14,1.3044E-14,2.4363E-14,4.28,2.0099,3072855483163740544,2016.0,128.65841177264846,-1.9707548268791517,-0.24843318824939534,-0.6340989556387027,-2.6024087472201467,,"(128.65841450441255, -1.97074362206371, -0.24843318824939029, -0.6340989513717112, -2.6024087482597245, 1.0287666138918306E-5)",-1.97074362206371,128.65841450441255,,,204.0877190711361
eFEDS J083435.6+050159,4593,128.64843699153263,5.033151206071021,7.6544223,62.32023,0.090815,0,-1.0,-1.0,-1.0,7.6986E41,4.7817E41,1.0475E42,1.2155E42,7.5263E41,1.6484E42,3.599E-14,2.2314E-14,4.8838E-14,-1.0,-1.0,-1.0,9.235E41,4.9487E41,1.3786E42,1.4537E42,7.8361E41,2.1706E42,4.3204E-14,2.309E-14,6.4312E-14,3.3,1.2651,3092544953279415680,2016.0,128.6882067664907,5.073098084627219,-0.13242110390436587,-0.29964337680712927,0.1552767236013594,,"(128.68820806169563, 5.073097416074658, -0.13242110390436582, -0.2996433764967409, 0.1552767242003272, 3.0639603679950583E-7)",5.073097416074658,128.68820806169563,,,202.5353269993885
eFEDS J083457.7+052033,9892,128.7406064274979,5.342545253159516,15.358034,19.34343,0.41004,0,-1.0,-1.0,-1.0,1.0289E43,7.3876E42,1.3313E43,2.437E43,1.7008E43,3.5139E43,1.8277E-14,1.3234E-14,2.3539E-14,-1.0,-1.0,-1.0,1.2257E43,8.8155E42,1.598E43,2.8835E43,2.0002E43,4.219E43,2.167E-14,1.5681E-14,2.8238E-14,3.6,0.9388,594564589212109184,2016.0,128.77367112024683,5.313421091228919,-0.07721894671013141,0.36933204258040875,-0.31019264293084775,,"(128.77366952320477, 5.313422426780574, -0.07721894671013135, 0.36933204338107944, -0.3101926419775252, 1.0731531472978413E-6)",5.313422426780574,128.77366952320477,7,4,158.23142832020412
eFEDS J083457.7+052033,9892,128.7406064274979,5.342545253159516,15.358034,19.34343,0.41004,0,-1.0,-1.0,-1.0,1.0289E43,7.3876E42,1.3313E43,2.437E43,1.7008E43,3.5139E43,1.8277E-14,1.3234E-14,2.3539E-14,-1.0,-1.0,-1.0,1.2257E43,8.8155E42,1.598E43,2.8835E43,2.0002E43,4.219E43,2.167E-14,1.5681E-14,2.8238E-14,3.6,0.9388,594568712380667520,2016.0,128.71553190395164,5.371498954227657,5.444161825828318,7.298080880508225,-4.279458580859158,,"(128.71550034306324, 5.371517379673516, 5.4441618258272175, 7.298081101180023, -4.279458204524251, -4.683417684815729E-6)",5.371517379673516,128.71550034306324,7,4,137.753777446967
eFEDS J083457.7+052033,9892,128.7406064274979,5.342545253159516,15.358034,19.34343,0.41004,0,-1.0,-1.0,-1.0,1.0289E43,7.3876E42,1.3313E43,2.437E43,1.7008E43,3.5139E43,1.8277E-14,1.3234E-14,2.3539E-14,-1.0,-1.0,-1.0,1.2257E43,8.8155E42,1.598E43,2.8835E43,2.0002E43,4.219E43,2.167E-14,1.5681E-14,2.8238E-14,3.6,0.9388,594568815459882752,2016.0,128.7275432180762,5.373201341121139,0.5411428431289036,0.9420675884196044,-0.37831720886959,,"(128.72753914405007, 5.373202969986886, 0.541142843128902, 0.9420675909386158, -0.37831720259685175, -6.784418885475846E-7)",5.373202969986886,128.72753914405007,7,4,119.89462976264561
eFEDS J083457.7+052033,9892,128.7406064274979,5.342545253159516,15.358034,19.34343,0.41004,0,-1.0,-1.0,-1.0,1.0289E43,7.3876E42,1.3313E43,2.437E43,1.7008E43,3.5139E43,1.8277E-14,1.3234E-14,2.3539E-14,-1.0,-1.0,-1.0,1.2257E43,8.8155E42,1.598E43,2.8835E43,2.0002E43,4.219E43,2.167E-14,1.5681E-14,2.8238E-14,3.6,0.9388,594569537014393216,2016.0,128.73466713117355,5.423439323678235,-0.23551727676741158,0.1948757345699484,0.6107465876908501,,"(128.73466628835226, 5.423436694074871, -0.23551727676741133, 0.19487573372081202, 0.6107465879617892, 6.21633373256038E-7)",5.423436694074871,128.73466628835226,7,4,291.9864088848837
eFEDS J083503.2+010756,3874,128.76363597171263,1.1324794539566638,36.85974,85.78209,0.2957000136375427,1,-1.0,-1.0,-1.0,1.4743E43,1.2991E43,1.6835E43,6.4906E43,4.6887E43,7.9128E43,6.0484E-14,5.3384E-14,6.865E-14,-1.0,-1.0,-1.0,2.0835E43,1.854E43,2.3451E43,9.2574E43,6.701E43,1.1098E44,8.5672E-14,7.6014E-14,9.5915E-14,8.29,1.9608,3078544944735435904,2016.0,128.82308434395983,1.080296268867106,0.8702853504269318,0.035936491411494444,-0.846730458889984,,"(128.8230841892058, 1.0802999145121375, 0.87028535042693, 0.035936491454612425, -0.8467304588881506, -2.939938749077383E-7)",1.0802999145121375,128.8230841892058,,,284.7296651206982
