clust_ID clus_ID_SRC clus_RA clust_DEC source_id ra dec separation matches
"eFEDS J090255.5+044036" 4348 135.73165893554688 4.676731109619141 580153943141904896 135.7323455810547 4.729916572570801 191.48190307617188 3
"eFEDS J090553.5+002244" 5170 136.4732208251953 0.379073828458786 3843135125848716672 136.54664611816406 0.35989895462989807 273.23455810546875 3
"eFEDS J090553.5+002244" 5170 136.4732208251953 0.379073828458786 3843145773072605184 136.474609375 0.37782254815101624 6.741507530212402 3
"eFEDS J090553.5+002244" 5170 136.4732208251953 0.379073828458786 3843145979231408384 136.45875549316406 0.38483482599258423 56.02010726928711 3
"eFEDS J090634.9+045033" 8384 136.64544677734375 4.842651844024658 580071273611480960 136.6513214111328 4.808570861816406 124.49203491210938 2
"eFEDS J090634.9+045033" 8384 136.64544677734375 4.842651844024658 580074434707432576 136.64663696289062 4.841474533081055 5.999600410461426 2
"eFEDS J090930.6+034055" 638 137.3775177001953 3.6821703910827637 579053984837526016 137.3507080078125 3.6395087242126465 181.291015625 3
"eFEDS J090930.6+034055" 638 137.3775177001953 3.6821703910827637 579054465873879552 137.33116149902344 3.682032346725464 166.52764892578125 3
"eFEDS J090930.6+034055" 638 137.3775177001953 3.6821703910827637 579060032151492352 137.38088989257812 3.6748714447021484 28.934057235717773 3
"eFEDS J091108.0-015422" 5376 137.7836456298828 -1.906282901763916 3841603815389005568 137.78086853027344 -1.8971433639526367 34.376991271972656 5
"eFEDS J091108.0-015422" 5376 137.7836456298828 -1.906282901763916 3841603815389006208 137.78329467773438 -1.9082659482955933 7.2445387840271 5
"eFEDS J091108.0-015422" 5376 137.7836456298828 -1.906282901763916 3841604743101932800 137.80479431152344 -1.8700186014175415 151.1156768798828 5
"eFEDS J091108.0-015422" 5376 137.7836456298828 -1.906282901763916 3841605219845395072 137.81617736816406 -1.8345009088516235 283.6996765136719 5
"eFEDS J091108.0-015422" 5376 137.7836456298828 -1.906282901763916 3841605224138264448 137.81236267089844 -1.8341854810714722 279.3612060546875 5
"eFEDS J091431.6+010910" 4637 138.63180541992188 1.1528141498565674 3843457415899140864 138.63340759277344 1.1534518003463745 6.195739269256592 2
"eFEDS J091431.6+010910" 4637 138.63180541992188 1.1528141498565674 3843457415899579648 138.62852478027344 1.1576310396194458 20.977663040161133 2
"eFEDS J091749.4+014621" 9976 139.45594787597656 1.7727669477462769 3845003191809055872 139.491943359375 1.7325289249420166 194.30792236328125 2
"eFEDS J091749.4+014621" 9976 139.45594787597656 1.7727669477462769 3845003539701609472 139.45848083496094 1.7678372859954834 19.9344539642334 2
"eFEDS J092220.4+034806" 4014 140.58517456054688 3.8017022609710693 3845941247027895040 140.5880584716797 3.808669090270996 27.128568649291992 2
"eFEDS J092220.4+034806" 4014 140.58517456054688 3.8017022609710693 3845941934221412096 140.59059143066406 3.838063955307007 132.3356475830078 2
"eFEDS J092803.4+010953" 1527 142.01422119140625 1.164846658706665 3841007360398241536 142.01524353027344 1.165524959564209 4.413046360015869 2
"eFEDS J092803.4+010953" 1527 142.01422119140625 1.164846658706665 3844385644231572864 142.03579711914062 1.2389516830444336 277.85211181640625 2
"eFEDS J093525.9+035101" 3773 143.8579559326172 3.850329637527466 3850846340196281344 143.85775756835938 3.851184368133545 3.158889055252075 2
"eFEDS J093525.9+035101" 3773 143.8579559326172 3.850329637527466 3850846993031473536 143.90972900390625 3.8948771953582764 245.55093383789062 2
