Name,ID_SRC,src_RA,src_DEC,ML_FLUX,ML_FLUX_ERR,clust_ID,clus_ID_SRC,clus_RA,clust_DEC,Separation
eFEDS J083943.6-014009,5590,129.9317999560932,-1.6692955055288257,2.6282238e-14,5.9582076e-15,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,296.4535511936776
eFEDS J083949.5-014435,5641,129.95657950368596,-1.7430855050078533,2.6934043e-14,5.4675007e-15,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,292.4266438604855
eFEDS J083921.0-014149,12407,129.83770908584683,-1.697039154211587,1.7195578e-13,2.8490543e-14,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,183.22430838878964
eFEDS J084142.9+040427,696,130.42883946783004,4.074174412580561,1.09749734e-13,9.881819e-15,eFEDS J084201.3+040534,6988,130.50559997558594,4.092817306518555,283.6894672104337
eFEDS J084148.2+040714,1150,130.45115105835458,4.12076293781174,8.781064e-14,9.058435e-15,eFEDS J084201.3+040534,6988,130.50559997558594,4.092817306518555,219.87830893369394
eFEDS J084150.0+040414,12585,130.4584209079785,4.070730157847621,1.3731383e-14,4.049355e-15,eFEDS J084201.3+040534,6988,130.50559997558594,4.092817306518555,187.14560904730857
eFEDS J084153.8+040555,26411,130.47453818527043,4.098631815810795,9.028784e-15,3.3768017e-15,eFEDS J084201.3+040534,6988,130.50559997558594,4.092817306518555,113.48405309077192
eFEDS J083956.8+031528,1133,129.98690567537727,3.2578874828242443,4.4289486e-14,7.201131e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,172.34310834352186
eFEDS J083958.4+031548,1134,129.99362806709985,3.263347821631524,5.0567125e-14,7.466297e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,194.39740435351143
eFEDS J083949.4+031952,3494,129.9561005127732,3.331302966690263,4.0214234e-14,7.0010293e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,243.66454664303686
eFEDS J083951.5+031618,5616,129.96479628780133,3.271749214232214,3.3463673e-14,5.97276e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,93.21121126030057
eFEDS J083948.6+031711,5617,129.95275512463536,3.2863919780026185,2.4425662e-14,5.1567984e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,88.38154636682854
eFEDS J083941.0+031810,10169,129.92104718397724,3.3029160333056184,1.982262e-14,4.6856355e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,149.78054150352256
eFEDS J083947.7+031433,11046,129.94891481839355,3.2425277393560856,1.4991836e-14,4.0507614e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,89.75340802841845
eFEDS J083928.3+031338,15112,129.8679242423522,3.2273685610344156,1.0380088e-14,4.0010613e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,292.1439597065797
eFEDS J083929.5+031305,15114,129.87309057798686,3.2181330712078537,8.8324115e-15,3.3480163e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,293.9355104618722
eFEDS J083941.9+031305,19353,129.92464924630332,3.2181683430695247,9.382931e-15,3.3483657e-15,eFEDS J083945.5+031556,7213,129.93959045410156,3.265655994415283,179.1918854190189
eFEDS J085423.3-020742,3967,133.59731386862128,-2.1284614517544544,4.0431647e-14,6.9505012e-15,eFEDS J085440.4-020931,7700,133.66856384277344,-2.1588237285614014,278.65311140963325
eFEDS J085434.6-021107,14047,133.64456679246473,-2.185360671959359,2.0465493e-14,5.6910716e-15,eFEDS J085440.4-020931,7700,133.66856384277344,-2.1588237285614014,128.75930135374557
eFEDS J085421.7-021039,20513,133.5906340049105,-2.1777669720773103,1.6595205e-14,5.4380095e-15,eFEDS J085440.4-020931,7700,133.66856384277344,-2.1588237285614014,288.52181087524343
eFEDS J090622.2+045114,10565,136.59273471297985,4.854052730658436,2.8938545e-14,8.488667e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,193.48764236448605
eFEDS J090636.4+044833,11891,136.65186956848243,4.8093042848267755,2.552306e-14,7.13141e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,122.2421321237058
eFEDS J090616.5+045021,17464,136.56915033914902,4.839226631272453,2.7483619e-14,8.828986e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,273.9650242487497
eFEDS J090642.4+045037,19403,136.67691212831173,4.843705537653716,1.7641487e-14,6.4728958e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,112.93453941261004
eFEDS J090645.3+045107,19404,136.68884061970041,4.852032903528516,1.3026007e-14,5.5555476e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,159.2805414345334
eFEDS J090652.4+045039,23984,136.71866641734334,4.844167771349948,1.20076754e-14,5.192765e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,262.70615789841435
eFEDS J090638.5+045430,31420,136.66052767466275,4.908441579187722,1.777426e-14,7.195755e-15,eFEDS J090634.9+045033,8384,136.64544677734375,4.842651844024658,242.94212127023636
eFEDS J091802.4+014610,4372,139.5100048977972,1.7697096011459552,3.4712406e-14,6.0166897e-15,eFEDS J091749.4+014621,9976,139.45594787597656,1.7727669477462769,194.82344674853294
eFEDS J091809.2+014645,10224,139.53856930577265,1.7794188712192456,1.8871198e-14,4.6124277e-15,eFEDS J091749.4+014621,9976,139.45594787597656,1.7727669477462769,298.25715013637966
eFEDS J091746.6+014206,25025,139.4443940364285,1.7016766398573777,1.1848382e-14,4.17551e-15,eFEDS J091749.4+014621,9976,139.45594787597656,1.7727669477462769,259.2799972490043
eFEDS J091734.6+014736,31074,139.39456627905307,1.7934057784747757,8.717002e-15,3.4240665e-15,eFEDS J091749.4+014621,9976,139.45594787597656,1.7727669477462769,233.02913996929425
