source_id,ra,dec
3090190452206194432,126.01594402567282,2.2085216970150956
3090191482998440704,125.71472918318888,2.0164508947861264
3090193819460710016,125.82539500372731,2.100963622086514
3090196465159828096,125.52606777084749,2.0897429250207646
3090200622688961152,125.82125039139775,2.155398057052708
3090205089455041280,125.7621121322675,2.2437533960733003
3090205467412166144,125.77845132240977,2.2467960884791713
3090207911248397312,125.88718474525248,2.360654588436846
3090212579878055680,126.30013644152328,2.2958400392123215
3090214778901320576,126.12445238497078,2.3020684515723198
3090218352312867456,126.35957095719961,2.3238815942830757
3090220551336145152,126.44970940648032,2.3932592199889933
3090226667370802688,126.06049239983288,2.311791230156672
3090227045327915648,126.02116764699932,2.3028325036659227
3090229313070730240,126.08178921268616,2.3893112990238015
3090229587948655360,126.07175929914466,2.411161325281311
3090230962338165760,126.00493100917856,2.38232224134555
3090233337454758528,126.0591568379903,2.4790555138159216
3090234913708115584,126.20199516289308,2.424879603408116
3090238074806514432,126.28661629487107,2.5409967239760185
3090239346114417024,126.09814815459833,2.5000961089262734
3090240445628043520,126.04399843678337,2.5425040718100487
3090241411993242112,126.22524765503269,2.5755662757370126
3090247489373377920,125.6179216875308,2.2810256088537733
3090250448603826304,125.52552299713176,2.2974183494384124
3090250551683755776,125.55691551831337,2.286033332541693
3090253949003090944,125.67825284797262,2.3389326180299674
3090254223881020288,125.65381792562326,2.361150807210734
3090255289032938240,125.78709465472677,2.391749043344674
3090256663421552000,125.58831005845558,2.331984997745126
3090257831652679424,125.57450733122025,2.3737402491735273
3090259377841841664,125.74357142649872,2.439153768071494
3090260649152202496,125.68876621043458,2.4968538787750143
3090261714303082368,125.41819475252964,2.3148801058105204
3090265940550924544,125.2907952692297,2.357892182571318
3090266421587293312,125.28103145991793,2.405225076990228
3090266559026220544,125.19149179050403,2.367546735159724
3090267452379460352,125.24453316214415,2.427854071757973
3090268040790349696,125.34675492744512,2.4497575892194603
3090270682194900864,125.52258550215632,2.4679409427002366
3090271781708209408,125.47086466077288,2.4963076410274136
3090275355119353728,125.37034923689212,2.520502401337778
3090279001547077504,125.86332998408267,2.4351835124960983
3090279718806960256,125.82585809063306,2.4460347260127118
3090281024477062528,125.97444122416044,2.5058480554224767
3090284018068749440,125.80878825547022,2.5526906338110598
3090284739623258496,125.76840765492659,2.5602571345701675
3090286247157386496,125.90296674639389,2.6479039775637
3090286625114495232,125.78103581605981,2.6194183460891334
3090289412547636480,126.01481038200906,2.664601478725205
3090290954440161920,126.06750463913549,2.67775928689496
3090290958735857536,126.06351302320087,2.680039735513661
3090291744714163072,126.12583198645166,2.7507782581103504
3090291847794732544,125.93968007521734,2.6315327710958973
3090292775507706752,126.00121486314498,2.7088753550031184
3090297792028560128,125.62991503364461,2.638948917624365
3090302606686291584,125.57724931820695,2.735939894134272
3090308924583372800,125.94091203368701,2.867417364201159
3090310367693807104,125.82647390998146,2.863520711764447
3090358436967458944,125.04405095934247,2.3042590529907985
3090457599171887104,125.25693384896067,2.535921251771377
3090459798196751104,125.08049747719774,2.5345240814413836
3090460657188617344,125.07108019366979,2.566909673078338
3090464333680681216,125.36336843411607,2.6364954491582715
3090470758954037632,125.36228867488757,2.75675493645529
3090471862758305664,125.32326212081858,2.795801752340195
3090474371019986304,125.0604919164899,2.631822436224788
3090481788427929728,125.17387006119903,2.7622268584593623
3090482578701929856,125.16513532218633,2.7751814220083557
3090483403335680896,125.2326963146843,2.7965615514664273
3090484056170789632,125.29205618027946,2.847758284190786
3090485503575181056,125.07610095434177,2.8014780287811663
3090486461352427008,125.00488292437917,2.8182719712998554
3090487045468061440,125.07125360002539,2.869678602300776
3090487457789643264,125.0664293328909,2.8999889814034248
3090489244491453824,125.16130525530286,2.9423588570420973
3090490996837815552,125.47340559486767,2.76442387868153
3090494192293513984,125.4233811668232,2.7862480866824955
3090497323324352000,125.54554756265021,2.9324449128915364
3090501034177761280,125.73816502522726,2.9419382357474295
3090505359208876288,125.66384795329438,3.00727898484777
3090511616975503744,125.40060245426784,3.0420571919635218
3090512471674702976,125.31169250293408,3.000599121721978
3090515701488797696,125.36076130409747,3.100461352725356
3090523333646203392,125.56254128533165,3.200373344631744
3090524119624848256,125.42776356295815,3.203965971368516
3090534461908166144,125.05627457356728,2.9209585753622784
3090560712747468032,125.20645573601476,3.0517313618202415
3090565110794922496,125.10745184232566,3.1273735657183277
3090565699203341568,125.04254822100759,3.1264112812829152
3090567314110992768,125.19407663641532,3.2031489311132515
3090568409327646592,125.1551735716153,3.238848956989463
3090570573991146880,125.31530654801044,3.224211857829388
3090570848869076608,125.29816073742754,3.242922760125455
3090571776582060288,125.50309307191255,3.2874076131562826
3090571948383664384,125.43170874656228,3.2910814966468247
3090574216123486080,125.28843217026554,3.289963843760089
3090574903318262272,125.24557860254089,3.29719302446962
3090576312067593216,125.36580129500867,3.352730576270505
3090581401604787584,125.03582793059803,3.300647991819907
3090586070233326592,125.01808661766812,3.401035206411516
3090587620717303424,125.09454830702451,3.339346634229146
3090590472575357568,125.26933683552642,3.470164305859697
3090591911388883456,125.11504621371367,3.460973011755635
3090594316570586368,125.14743691634553,3.504803622531053
3091343083988868736,125.01113976749562,3.476267749365014
3091344698896639104,125.00425832705665,3.5437597942871597
3091722140622969344,126.61169443064348,2.4817099609379487
3091723996048862208,126.69324631693226,2.524503230696836
3091725988913687040,126.48160034276285,2.523822063701516
3091729218729164416,126.49901780755849,2.628307247919634
3091732001870537088,126.7334856697926,2.6609321287101104
3091733857293910912,126.81019492237951,2.7034758961379897
3091734750649367040,126.64673065585062,2.664569405090926
3091737396347024768,126.77107213379674,2.7574501261131203
3091738740671802880,126.39289233278485,2.5487372240525397
3091739599665249920,126.41894852667875,2.6193404587760214
3091740797961013376,126.39075909183126,2.6550717245103495
3091745127289360640,126.26680709044871,2.72645361539276
3091751758717830912,126.62592578512614,2.8817359236257842
3091756706519955200,126.89177596007197,2.72874228703092
3091762822553601792,126.84609122966822,2.8906868559145447
3091769591422124288,126.99344485295421,2.930527533182311
3091770519135177600,127.05842449940995,2.9993356869026706
3091773852028632832,127.07844771065461,3.1082581886900753
3091778902911290368,126.70246049847295,2.9716934597962896
3091779899343747456,126.59262779406153,2.9977586084556553
3091780311660641408,126.61692822190105,3.016065188706896
3091782648121660160,126.73069952995809,3.1127560332342865
3091784400468264192,126.92598922542794,3.0810656446347044
3091784812785186816,126.91626875801406,3.1174634862040898
3091786118455262080,126.95352972711923,3.1294534387683965
3091786358973441408,126.92618616358122,3.1347091908988927
3091787492844757760,126.8108502653379,3.1044985334634623
3091788420557729920,126.79211696901918,3.128622889039309
3091790898754102144,126.85983327057531,3.2285958006052633
3091791547294626944,126.22703837413117,2.702236287641063
3091793643238805504,126.20738627964948,2.816147092366037
3091800412107325568,126.38400659557298,2.857444483957944
3091803435764509440,126.49674102863577,2.9867619820165183
3091803573203505536,126.51944497994506,3.0112059540821
3091808761522802048,126.39985574769425,3.102494511853652
3091808933321499776,126.36559771924304,3.1049943742970125
3091812304871487360,126.18217818578108,3.005778771597687
3091813709326198912,125.95804711436533,2.9398126458615375
3091813812405415936,125.93541343272781,2.94103951660396
3091813812405427584,125.92813242478367,2.948086665634421
3091817729414524928,126.00956263506879,3.1089148100204946
3091819309962401536,126.16014321796325,3.0551996813419877
3091820654288550656,126.34095692830594,3.1136495591142888
3091825460355808384,126.25372587262363,3.213234262599642
3091828518372356864,126.60375299731297,3.097038185355656
3091830030200882304,126.61676012538123,3.12090851468179
3091830442517782656,126.61516688580785,3.14729934488895
3091831645108566912,126.52419520621393,3.10972767444399
3091832057425481856,126.51661453767701,3.1445021883894912
3091836730349980544,126.70937049889129,3.201651958685704
3091836799069471232,126.69919967008589,3.2131961020876907
3091838242178528128,126.87251390956148,3.250371278559296
3091838620135691904,126.85218640759147,3.290134451749447
3091839754007096960,126.82538914959173,3.337277503923159
3091840613003492352,126.72284192896004,3.2880518141063004
3091848897992161920,126.31267842239119,3.241629570841104
3091850405525960320,126.29203925638322,3.3004160910682883
3091851127080496640,126.41036985525679,3.337947954544247
3091857895949000192,126.47152093014468,3.405851929881896
3091859545216476544,126.47457333049063,3.478779191710253
3091863118629602176,127.23901621407444,3.0497452781146372
3091872498838276224,127.47658676129006,3.246270599536567
3091875900452388096,127.37161771894077,3.2800627679949828
3091876896884819712,127.38377874639374,3.3216807151076226
3091877481002623872,127.45859219604577,3.3218419178129714
3091882295658188672,127.20836082160695,3.259366604597214
3091883528313593344,127.1879703915276,3.3260753711819904
3091884082365163264,127.01407444029432,3.2421966961247852
3091888098158823424,127.0694668169685,3.4005714764516424
3091888824009025792,127.30859868001706,3.325385854509883
3091892874162455808,127.18418284986836,3.3974040695564254
3091894596444927744,127.15632219633794,3.454373681310052
3091894729588369792,127.18356607720555,3.4812601128871945
3091894871322819840,127.26947469246882,3.447088131492269
3091895210624705664,127.23090014688005,3.4788500077723605
3091899883552452864,127.73774092277027,3.4151476556010016
3091901223579671424,127.69340701593892,3.464720271294818
3091907790584541312,127.76563552215237,3.5401608625166627
3091908512139027328,127.88861267138194,3.565797301986568
3091911638874878720,127.63429012043575,3.5700891971242914
3091916621037922560,127.43063012755424,3.5528826383056984
3091916754181492096,127.44940952127097,3.5669720977636605
3091917441376258176,127.5946807177511,3.5645317604120863
3091921495825439872,127.46110125179547,3.6350751238186754
3091925790792977152,127.71993289102126,3.6855608355706746
3091927989816024960,127.55879030929765,3.688231273931686
3091928543866348160,127.60173486408578,3.7220124027832124
3091928818744256000,127.57543728809672,3.749172729130891
3091930227493855872,127.6480021479775,3.7670618225011734
3091931017767667200,127.66432007441257,3.813090158467155
3091931876760956032,127.64460720151163,3.8449768964159508
3091932834538156544,126.96911222821903,3.3408616989933586
3091933388589592448,126.87839837390872,3.335067160158214
3091936068648727936,126.96260714532737,3.4616190084254135
3091937438744619392,126.89399852089403,3.446687114328055
3091940359320942336,126.86830767411276,3.5158474423541235
3091940359320943744,126.86930080541326,3.519367933384125
3091943795294800768,127.21906577400601,3.5541432320662643
3091944138892200576,127.19299580356376,3.579609770920893
3091944654288278144,127.1182886986098,3.58243573929515
3091946887671274240,126.92129443353313,3.585521522504716
3091948158981638400,127.09124094513956,3.6485665844434174
3091948983615376512,127.0632377170703,3.669948970697728
3091949705169908224,127.08321459213778,3.701521211539661
3091950358004566528,126.733756476616,3.4988506146627314
3091951869833071232,126.72143133096694,3.55895035091696
3091954996569269632,126.70313007066957,3.584008194271114
3091957573549660928,126.69904717512992,3.6398427738860613
3091957710988617600,126.72751736125606,3.6598037779902057
3091959124033601408,126.89774820074211,3.6401576586027415
3091963414705521280,126.81095740802542,3.7050071482787814
3091968980983112448,127.22327586405827,3.676364487370442
3091975784211420416,127.26681897656921,3.827840697554758
3091976475700661248,127.46144819405163,3.779228800825612
3091980770668693760,127.37181319517586,3.8335972134139187
3091982621799411328,127.31878437993649,3.917236963104033
3091994755082210048,127.28711653049898,3.9595519642765695
3091995575420806016,127.26344881972267,3.978156073125364
3091999320632303872,127.12953587579334,4.00890505133035
3091999354992047488,127.142475245519,4.0195576078542805
3092001072978993280,127.31045237892829,4.089047229585137
3092003100204569728,125.84833590257985,3.0400649813965206
3092006639256173056,125.98302344369849,3.1705751442550834
3092009388035243520,125.88911090230971,3.1718501198431834
3092009869071590272,125.90258196269997,3.1936434463423877
3092010109589764352,125.87550392492837,3.205702923432323
3092011660074094848,126.05879315071118,3.179347374792954
3092012824009103104,125.98230271463909,3.2137200207502437
3092014649371029888,126.1581505765204,3.308411798431115
3092018424646520704,126.04278857497627,3.3297109238887925
3092020245714716800,125.69283760010566,3.1614449066998698
3092021345223975296,125.64489262579895,3.18818011293256
3092022032419726848,125.71230113077466,3.2445398332128854
3092022685254753920,125.75311290738681,3.2388717415953163
3092022925772930432,125.76720588767459,3.2744649164753956
3092023338091463808,125.79753106714949,3.2935290926395804
3092025090435464832,125.57691144581128,3.264169299672408
3092028870007720192,125.6843962431365,3.414463341862706
3092031446990335616,125.97473762989038,3.4079474302154047
3092035157839872000,125.7732672274019,3.4597019595832785
3092036532228792960,125.88295047340783,3.517039477174195
3092039624605138048,126.25290770998193,3.3957239654147653
3092040105641466496,126.29985247818021,3.384815176592818
3092040792836277248,126.36502728811696,3.4372029158584376
3092050142980610560,126.44521432055434,3.5943907998913516
3092050344843691392,126.44415438855563,3.5970427419865927
3092050447922910336,126.47444340466151,3.601604441113616
3092050619721619584,126.50574746738909,3.61992062195196
3092051135117621760,126.32132902900993,3.542366717306811
3092058591184174976,126.1782475290151,3.6070076002060087
3092070449585407360,126.13756769645454,3.7739305812520976
3092072133214145408,126.19009885241042,3.8181263815477218
3092072884832253056,126.2217847609551,3.8675174298952495
3092077248519387136,125.59481093117242,3.485151974461559
3092080139031505408,125.55526842156893,3.4790723082290085
3092081096810108032,125.4668349811321,3.521652235766231
3092081582141476352,125.47427572171078,3.539098158175031
3092082333760664704,125.7236416132689,3.4834094361292283
3092084017387871616,125.78810982607558,3.526034055772839
3092085018115088128,125.79894200664766,3.6047717745757226
3092087419002007552,125.57341148858053,3.5768985680306034
3092088071838081152,125.61879541725979,3.6239271920256004
3092089824184700160,125.60057674493702,3.6568720726186923
3092091782689349888,125.29506450190691,3.4985988705523
3092092817776141184,125.43607883231802,3.528537677597046
3092093947351219072,125.36668623157051,3.56121445627304
3092099651068892928,125.47580280891987,3.6118659550981134
3092100578781865344,125.45755548438174,3.649124117440491
3092101678293532544,125.5985581755974,3.688230068430742
3092109928924865408,125.85662971002417,3.683188280446564
3092115559627285504,125.92077381805707,3.821211719955131
3092121263343900672,126.131676819546,3.9366993409095605
3092123187489244416,125.98539890809454,3.9197512503395395
3092126692183171712,125.71179014623753,3.817716639598832
3092126898341575168,125.65742205784073,3.7863663271474155
3092127310658474112,125.65159256612087,3.833224801586409
3092127551176649600,125.7056473196267,3.8420223001696057
3092128685048046976,125.85053416939145,3.883258493688945
3092129440962458752,125.70112208466573,3.8929471651658814
3092133014375121792,125.7268661180473,3.9478428930114853
3092134560563313280,125.85595885649896,3.893543062672411
3092137206264988416,125.9591739334371,4.020087792052888
3092138133976176640,125.87831693010921,4.0218383325492395
3092138511933313152,125.95147105143077,4.058047414562469
3092144524886041088,126.51651546888033,3.6393649867126396
3092145727476897792,126.679805495369,3.69851605136846
3092146930067748224,126.58129366658682,3.718103251547685
3092147514183323264,126.63865422635742,3.7671973403159824
3092149541407880576,126.4949030273286,3.755786833110145
3092151396833774080,126.48392607491053,3.803251273409071
3092154248692553728,126.7547583322686,3.8682266005067825
3092154626652793984,126.80734220750506,3.830473025333284
3092157306709279360,126.70350686935403,3.885883250629544
3092161807834503168,126.42430394627708,3.8125140399544186
3092164178656497792,126.50665309675814,3.9075244279704315
3092164698348636160,126.43724227410725,3.89906694299541
3092165041946012800,126.49676440434001,3.9304689141607354
3092169607495221504,126.39204397292677,4.007913504918864
3092170672649963008,126.58360509467002,3.963509362492174
3092175792248637568,126.48086254225296,4.045328176087947
3092183110872866048,126.8512605346542,3.994433599816221
3092184966298807424,126.80396322544196,4.070716296961781
3092185447335138432,126.90046274152293,4.064751139854554
3092186203249462656,126.95505318591174,4.140012781192386
3092190811750405504,127.17195962794013,4.180772371927348
3092192147484211968,127.00262582542642,4.148714822048718
3092195896990236288,127.07585660275484,4.298191320323952
3092197237020833024,126.68911623682489,4.075019370035868
3092200153303335168,126.85398153782232,4.214340094740393
3092201836930468736,126.61794980697977,4.181330655061836
3092204379551231872,126.73451021486812,4.267015997151362
3092205101108733312,126.94725467792726,4.210665804866335
3092207746805665408,127.0340709050681,4.317565935465366
3092212247934380544,126.9940745171929,4.410213480341083
3092212728970516864,126.87403063994147,4.398882910002106
3092215477745925760,126.20821411943501,3.9783307746052974
3092217062589355904,126.26070678617886,4.016157389794163
3092217573689999872,126.30260531604888,4.036169868413017
3092219841432743936,126.11641963641537,4.055976254546536
3092220081950919040,126.11170147932324,4.066677074324426
3092220322469070208,126.21719080887178,4.037496238545991
3092222830729993984,126.37763175316886,4.074962517474091
3092225785668143616,126.52457784045681,4.205956613068968
3092227538014200576,126.33940577086648,4.161869493994649
3092228740605670656,126.335922809721,4.222988011510835
3092229084202473856,126.29576265637951,4.246916358819277
3092231626823015040,126.02338486166605,4.074353518804322
3092232417096998144,125.98834079733717,4.075057925538507
3092233276090498176,126.01749161124279,4.143745436572168
3092233344809983232,126.01545278144577,4.159431982593054
3092242209622557440,126.219837236592,4.306789484001207
3092245508157454720,126.18129167636897,4.344730230609402
3092246268366955264,126.11914372230335,4.363269744159112
3092246710748294528,126.21460320685345,4.335039077931399
3092248566175017088,126.22083478731895,4.450451183531185
3092248810988726144,126.22392109582312,4.455681617739923
3092249115932609920,126.5678141710818,4.215174366657499
3092249596966896256,126.62087282306463,4.2477983395904975
3092250387240903296,126.50298230469409,4.265618772795949
3092253376538145664,126.46687489831449,4.268501932949197
3092254957086200576,126.47364266126374,4.332826999928015
3092257126044631168,126.51705221994033,4.426562937108201
3092257843304250752,126.76216883329619,4.3524934134483475
3092262344430101376,126.67422917051285,4.44794308494938
3092264474733980672,126.77434535832802,4.51866494383629
3092266501958303360,126.3870631303414,4.3403056414393175
3092267635829725056,126.35024470388852,4.384983009646147
3092272038170682112,126.26634450757695,4.459637865655681
3092272141249457024,126.27430456172017,4.4765076783796545
3092274095460774656,126.43642951723231,4.57075778630585
3092277222197168896,126.54004848707534,4.591410356483472
3092278562227005568,126.68771450255814,4.659847629543983
3092278734025677056,126.63771635689062,4.621340557356277
3092279013197759232,126.60667654300195,4.647361823312812
3092279318141254912,126.68017499986944,4.67390648455035
3092279936616512512,126.4925756774611,4.608214744110634
3092284231584887168,127.9816005425417,3.612874655500044
3092284609539485952,127.97071071582391,3.643597998325789
3092285816425549440,127.96728262393934,3.6765779002779717
3092286194384037120,127.9809215424958,3.720351075668061
3092287804995189248,128.01144143551113,3.744033547164439
3092288904506802304,127.879904645675,3.71105755407625
3092288973226283776,127.87080783301698,3.7210771828746823
3092290145753241600,127.88380106208518,3.74114843756275
3092291893804080128,127.92927754967408,3.799322271742209
3092292890236950784,128.15175604857052,3.7438291909417747
3092293886669377536,128.19746865743932,3.8274491962171773
3092295467217349248,128.21435587892265,3.85261820792316
3092296875966643712,128.2520801076084,3.905691715378407
3092296979045870464,128.2470718108267,3.9293405288695666
3092297460082173440,128.0923547087915,3.8507654291583613
3092300797272091776,128.11345650505694,3.954895790403864
3092301140869472128,128.14612310786674,3.963822549733627
3092305676354813696,127.90378106454203,3.904226957030766
3092305813793782016,127.85897225737358,3.9022653617573444
3092308906170236416,127.83048976403639,3.9405462705016783
3092309142403952896,127.83107738381935,3.954420197342913
3092309799523454080,127.75469880722106,3.9629857976394813
3092310211840305536,127.77095638274454,3.9857456043275516
3092310864675596800,127.94389288382104,3.9231290795378517
3092311483150544384,128.02496838711482,3.9794638673401423
3092313372936111104,128.11755044642837,4.022261807740159
3092314335009222912,128.05675928677348,4.034269683555857
3092314399433301120,128.04483768640048,4.057388040102824
3092314541167221760,128.07082579157097,4.0681070586679855
3092315571959429632,127.93990593498211,4.0256297700748345
3092316430953118336,127.84035608964513,4.052904659205208
3092319488970504832,128.3245285242402,3.916666548645143
3092320274948506112,128.369308678105,3.972530936917624
3092321722353496448,128.42825263528584,4.004235757316316
3092321997230644096,128.40237555695504,4.018902149905416
3092323470404243200,128.37058705725505,4.070593556268571
3092324432476888320,128.2905970237682,4.036015622863958
3092325089607109248,128.17495402075232,4.031266618642949
3092325708083166208,128.21706105981806,4.0822124522440895
3092326837658638720,128.37158402993305,4.114098443449365
3092327013752537856,128.28901554482667,4.084453934792532
3092327460428773248,128.26137625912156,4.129625200641533
3092328010184859008,128.3072568303125,4.155326397894589
3092331514878964352,128.56269205602393,4.170516760447399
3092333950124560768,128.34757280555803,4.1909960544489495
3092334121923248512,128.40653641386587,4.186723275102686
3092335603687194624,128.51371330481578,4.263728546680933
3092337390394157440,128.14580703396976,4.099431652291603
3092338902221689472,128.1229401023496,4.149109337027196
3092339172804739200,128.23166921461186,4.138967072556713
3092346285270690688,128.36319842920636,4.237076402695309
3092346633162733184,128.3658021700337,4.260523161237619
3092347663955910784,128.2871316172892,4.299063634464454
3092350236640673792,128.26323725553422,4.299653620051447
3092352951060108928,128.38011771651,4.396994905821938
3092353466456185088,128.2735820814835,4.398237939017321
3092354153651017088,128.34260626367782,4.456523894401681
3092354226665467520,128.31668151026093,4.441110615816953
3092355253161709440,127.68539306019217,3.971614780101917
3092355768557775616,127.58103340918855,3.955433166500491
3092359174467534720,127.52109888751335,3.9959737110225246
3092363469435038976,127.79557597166902,4.06965722382002
3092364740745079424,127.72670793883452,4.118995328757156
3092366183854004096,127.94799096372921,4.182033345672879
3092367657032770176,127.7032023464621,4.112606100044523
3092368893983253632,127.68436931083431,4.176776752713509
3092371883282197632,127.76710520914487,4.308194072164058
3092381473937667712,127.64194575551085,4.2396853730261865
3092384669393308544,127.65728923262238,4.357729743174884
3092384841191977344,127.73113502347623,4.360116816675296
3092385833329045248,127.5920673378517,4.312165990029165
3092386593538440192,127.51158526253427,4.340122465076914
3092389234944581248,127.64394945298915,4.436046096747421
3092389956498134016,127.95384400753419,4.2207212972617505
3092393706004701824,128.06333126137068,4.3738257574958705
3092395011674759424,127.9271960503642,4.338433352755456
3092397240762894080,128.0150245168122,4.423512564348872
3092397863532731776,127.93305136123878,4.434439114594029
3092398035331405952,127.98840086689108,4.431024411936395
3092398482007970176,128.15719583181237,4.342423161325551
3092402948773968896,128.06160193688487,4.435216651707868
3092403223651882496,128.02849024907982,4.454725939056339
3092404185724544640,128.04514121757103,4.490270964217965
3092405216517051904,128.18235929880578,4.516475781255117
3092406625265942784,128.08642303484416,4.571331209623052
3092409683282736640,127.90616236454278,4.446930715705458
3092412706940037120,127.75141799133915,4.5099529231756055
3092416108553785600,127.95365401837434,4.494190542079134
3092416864468008064,127.9914891534447,4.54243378318
3092421292578633088,127.90964386343805,4.632680090222076
3092423530257147392,127.97316666827645,4.707172026818429
3092423942574455808,127.93203628672856,4.710955006725526
3092424114372707456,127.90051757913292,4.717344398845877
3092424389250605824,127.96890823522058,4.7307918842136605
3092425621906780544,128.73602208567493,4.268151623848643
3092427825224759040,128.82422943936461,4.345883569561702
3092428851722325760,128.7866938952045,4.3680369898752485
3092429710715652736,128.5750985827924,4.3068401196008255
3092430123032518656,128.59886399988562,4.331605110865127
3092431879673815680,128.6857755697477,4.383936605658498
3092433902603897984,128.81558569181206,4.358568101901367
3092439984277506176,128.74403056254116,4.517840349474202
3092444214819915648,128.52148067336415,4.434047836401595
3092445035159014016,128.58146277323576,4.457307637834593
3092450159054653184,128.45832393133597,4.533336773415176
3092451322991159936,128.67740454942324,4.505919142464986
3092455240001109760,128.7954714607301,4.665626130227607
3092456202073327360,128.6427206309212,4.612037140334069
3092457507743435008,128.6157633029861,4.6777610353709616
3092462356762926848,129.1374515268334,4.58638951370658
3092472041912563072,129.31400943957647,4.7996468865255695
3092474447094236416,129.09111031254776,4.773362747352573
3092481971876700672,128.9331121465853,4.84683505698686
3092482796510409344,128.83063940871384,4.788633335643584
3092486507362421120,129.01485445628907,4.809244823428282
3092486717815499776,129.01261314403806,4.814203880173147
3092487263276685952,129.0538185093181,4.853838348348384
3092490561811602560,129.0976594542386,4.973694889428982
3092494478821507456,128.96211223954606,5.0119381590467125
3092498606285902336,128.3632882848161,4.614164363267189
3092499426624238720,128.3822102853519,4.67223366454978
3092501625647497344,128.22017698973224,4.677683131733936
3092502141043570048,128.29085649839635,4.67413323944865
3092502896957816320,128.2717563454106,4.676564702860509
3092503622807548672,128.3538249036976,4.743457881781856
3092508879846993280,128.40475065262427,4.761808140064862
3092510357316249600,128.3952856365557,4.824844863975968
3092510975791528832,128.46643385369543,4.827218659192273
3092514476190544512,128.14544855122145,4.724577412846224
3092514682353306624,128.17047740772787,4.7527606547708
3092514819787110912,128.11534436001068,4.755260006234568
3092514854146846592,128.1512039652378,4.751663723820012
3092520008107688832,128.18460975086234,4.834424094860538
3092520355999974400,128.18104948514468,4.867058674012345
3092520940115530496,128.10954176143,4.876894191749943
3092521760454333440,128.35532640339093,4.822031847211651
3092523169203649280,128.27197621340147,4.871346290726503
3092523581520524032,128.28956866342605,4.891288466939509
3092523890758163200,128.41026231798372,4.881359532031108
3092526712551564416,128.30559531174282,4.929137727153024
3092527910847595136,128.20948761126948,4.95518373967895
3092540181569056128,128.89296586126264,5.023206925603948
3092544953279415680,128.6882067664907,5.073098084627219
3092555432997225472,128.53230261501665,5.157726527005057
3092556124487590912,128.46547329691336,5.17868285334781
3092556158847330048,128.4435590160077,5.1787609703170245
3092565332896781824,128.65685001388724,5.343467436792158
3092565706558945152,127.28707251576672,4.209136296422526
3092571719514862336,127.17346872915215,4.356180733144927
3092573025183307520,127.30248348565428,4.409622913937554
3092573403140421120,127.23859314396651,4.396202076292449
3092574193416114304,127.25267312035662,4.452645426428588
3092580893563492224,127.35110899628143,4.53643183413687
3092582027434894976,127.4810830910863,4.580514773781356
3092585978804704512,127.21758945285603,4.459476887190611
3092587765512542720,127.0144134035461,4.4510610513589555
3092589552217544448,126.97718077243603,4.517417004245048
3092589655296779776,127.01488231424696,4.543468580630265
3092590071908846464,127.07441104107399,4.512895532130232
3092599035505898368,127.25254586574746,4.680974370443326
