Name,ID_SRC,ID_hard,RA_1,DEC_1,RA_CORR,DEC_CORR,ML_FLUX,ML_FLUX_ERR,clust_ID,clus_ID_SRC,clus_RA,clust_DEC,source_id,ra_2,dec_2,separation_2,matches,GroupID,GroupSize,Separation
eFEDS J085249.8+052721,6272,-99,133.20735302921364,5.4562250627890005,133.20755529380497,5.4560758585236115,4.395365E-14,9.661541E-15,eFEDS J085256.8+052741,6642,133.23695373535156,5.461465358734131,582047375180293120,133.1947479248047,5.429841041564941,189.33450317382812,4,13,5,107.12609126456898
eFEDS J085256.8+052741,6642,-99,133.2367515456348,5.461614694072028,133.23695413659627,5.461465361054336,6.9220854E-14,1.443242E-14,eFEDS J085256.8+052741,6642,133.23695373535156,5.461465358734131,582047375180293120,133.1947479248047,5.429841041564941,189.33450317382812,4,13,5,0.001437947892790796
eFEDS J085310.0+052708,16389,-99,133.29176864352232,5.452427796288304,133.29197067817407,5.452278682735392,2.3509367E-14,7.551269E-15,eFEDS J085256.8+052741,6642,133.23695373535156,5.461465358734131,582047375180293120,133.1947479248047,5.429841041564941,189.33450317382812,4,13,5,199.91789120561106
eFEDS J085303.1+053150,24722,-99,133.26287495523383,5.530784374809584,133.26308173546164,5.530633389405074,1.8966902E-14,7.406755E-15,eFEDS J085256.8+052741,6642,133.23695373535156,5.461465358734131,582047375180293120,133.1947479248047,5.429841041564941,189.33450317382812,4,13,5,266.0257857887586
eFEDS J084248.1+002001,5810,-99,130.70081116545853,0.3336587497876785,130.70070544243205,0.33363191793976693,2.8862404E-14,5.7757817E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,83.23988004904628
eFEDS J084249.6+002128,5840,-99,130.7070744386327,0.35802997263345376,130.7069701762827,0.3580025585841075,2.7420925E-14,5.5883913E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,102.47293496775347
eFEDS J084253.7+002006,6903,-99,130.72388424849936,0.33506208580336877,130.7237786095814,0.335035220431319,4.319574E-14,8.389925E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,0.024446549223085614
eFEDS J084240.6+001816,7055,-99,130.66950178590756,0.3046866885947658,130.6693943264402,0.3046605488572049,3.1565662E-14,6.094239E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,224.26925763647571
eFEDS J084244.7+001617,11701,-99,130.68644164636717,0.27146732902390003,130.68633219587466,0.2714419828599289,1.7054593E-14,4.5232762E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,265.6888967138927
eFEDS J084258.3+002454,25220,-99,130.74314963880434,0.4151472033091296,130.74304879970356,0.4151184247926061,8.9696605E-15,3.496875E-15,eFEDS J084253.7+002006,6903,130.72378540039062,0.3350352346897125,3075276435969410944,130.72021484375,0.33058983087539673,20.516206741333008,4,21,6,296.52245085639373
eFEDS J083933.8-014044,356,-99,129.89108007148496,-1.6790331023814884,129.89085360332194,-1.679011853257376,1.038079E-12,5.74211E-14,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,191.5060784716666
eFEDS J083928.3-014022,357,-99,129.86845830460828,-1.6729520488861007,129.8682322018294,-1.6729309450315994,5.1242732E-14,9.843753E-15,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,208.1970670511649
eFEDS J083943.6-014009,5590,-99,129.93202584043138,-1.6693165225346418,129.9317999560932,-1.6692955055288257,2.6282238E-14,5.9582076E-15,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,296.4535511936776
eFEDS J083949.5-014435,5641,-99,129.9568098221442,-1.7431082848168795,129.95657950368596,-1.7430855050078533,2.6934043E-14,5.4675007E-15,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,292.4266438604855
eFEDS J083930.3-014348,6979,-99,129.87657653084793,-1.730214950812034,129.8763469871974,-1.7301924790104313,5.1232303E-14,1.0886741E-14,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,0.015163966738156311
eFEDS J083921.0-014149,12407,-99,129.83793663724637,-1.697060833998177,129.83770908584683,-1.697039154211587,1.7195578E-13,2.8490543E-14,eFEDS J083930.3-014348,6979,129.8763427734375,-1.7301924228668213,3073195507133270016,129.8706512451172,-1.7296552658081055,20.572940826416016,2,2,6,183.22430838878964
