source_id,ra,dec,redshift_qsoc,classlabel_dsc
581408627643917952,131.91250127001672,3.826290131888907,1.489698,star
581408863866150528,131.91884672706072,3.845825105446062,0.75748205,quasar
581410032097277696,131.85862365563952,3.8994101431852872,,star
581410444415505152,131.95242607268793,3.930747922023241,0.30759633,quasar
581415735814732160,132.32833842192954,4.012535221377998,0.8054428,quasar
581416182491333504,132.313221679548,4.0509917547209335,0.822704,quasar
581417870414495232,132.10501176333844,4.023023172828693,1.127046,quasar
581419515385166720,132.0998635166197,4.090902364771324,2.4356725,quasar
581420241236402944,132.25515404007552,4.101023883361401,2.4086633,quasar
581421615625079296,132.1812513356539,4.153633980058716,2.3277218,star
581422612057435648,132.57214026753303,3.9501410653952425,0.726319,star
581425601354601216,132.62114621682025,4.0397771610759134,2.8515387,unclassified
581426662211103488,132.45112056298726,4.020319734161845,1.7334216,quasar
581427284981223552,132.41984263967746,4.013965605754247,4.6306624,star
581428139679884160,132.40900559014904,4.069580600842275,4.748014,quasar
581428521932453632,132.56747554331994,4.06975493697723,5.1556654,quasar
581429896321984640,132.50565733812377,4.1263961189969045,2.7977343,star
581432198424349824,132.712028321949,4.110978793888094,0.6188812,quasar
581432610742196096,132.7216520541346,4.1531787341169695,,galaxy
581433882051519360,132.7674695454389,4.16367876402375,1.7137722,quasar
581435080350622592,132.6492293761376,4.126928364749635,5.120135,quasar
581435595743202176,132.67525690536158,4.177175631614215,,star
581435703117769856,132.686570916787,4.178141680923288,0.71152407,star
581435904980856192,132.66883301515148,4.185908344341293,2.4071102,quasar
581436214218497152,132.61727787356443,4.180552683047525,0.66818345,star
581436557816177280,132.5781958017637,4.209299516258448,4.6176233,quasar
581437485528845824,132.67997176590833,4.216107947609565,1.4884202,star
581438722479477760,132.65829310579807,4.277142721227977,0.629147,star
581440955862343680,132.3162381242748,4.132423600227992,1.5850997,quasar
581441677416852736,132.46577567876,4.136215126551019,2.6087196,quasar
581442094029103872,132.50197452252715,4.155901471479901,2.701169,quasar
581442467692858880,132.46999376202766,4.1946181748931295,1.5265541,quasar
581442811288258944,132.43594874015113,4.177066201235427,1.2554406,quasar
581443571497177984,132.4353395150021,4.227881524207813,1.3456193,quasar
581444327412112000,132.325681693297,4.167913557333804,2.4252226,star
581447827810162688,132.3887232182604,4.300109264017727,0.4552174,quasar
581450232992048000,132.55548689225986,4.309438857192822,1.6900349,quasar
581454287441017600,132.44803219142642,4.352915177948471,2.3741455,quasar
581454527959196800,132.4130692132812,4.366605524787051,0.921879,quasar
581456245946151424,132.49135649176267,4.410809902069673,1.7798221,quasar
581457998292083968,131.8835400638973,3.9854050357435287,1.6494813,quasar
581458758502075520,131.86017921125455,3.9943660401794707,1.615767,quasar
581462671216532608,131.73054305989706,4.04539131393533,2.6956394,star
581464423563218048,131.84422179761992,4.103838888504852,1.6904068,quasar
581464492282703872,131.88388048037706,4.120167705921397,1.5444304,quasar
581464771455617280,131.81557675091702,4.096813038085035,,star
581465901032108672,132.04404735341353,4.063624080903735,2.8549242,quasar
581466382068448000,132.06085579731985,4.097565224588371,2.851717,quasar
581467000543596928,131.99220191767034,4.105727517151272,3.0177608,star
581467206702032640,131.94436473988108,4.114998172896337,,star
581468306214101504,132.07703955012437,4.14962122609618,4.332173,star
581468581092029952,132.13456140790367,4.172673802136568,2.3244634,quasar
581469753618317056,132.13859739879607,4.22275691079441,2.5515432,star
581472704260212608,131.99352190746677,4.223060333269712,2.4284976,star
581473975571031168,132.0127647656213,4.262398775090429,0.8284226,star
581474559686011392,131.66376294561366,4.0505067086171485,2.6185427,quasar
581474868923876736,131.62918777913413,4.064711951031707,2.3339908,star
581474937643144832,131.65934833960895,4.073700142612366,1.5348943,quasar
581475968435506816,131.5854720324149,4.107098678150932,1.1577892,quasar
